url,text,organismo,codigo
https://www.cerronavia.cl/wp-content/uploads/2024/08/Carta-Compromisos-UV-13-Diálogos-Ciudadanos-2024.pdf,Unidad Vecinal N°13,Municipalidad de Cerro Navia,CN
https://www.cerronavia.cl/wp-content/uploads/2024/08/Carta-Compromisos-UV-22-Diálogos-Ciudadanos-2024.pdf,Unidad Vecinal N°22,Municipalidad de Cerro Navia,CN
https://www.cerronavia.cl/wp-content/uploads/2024/08/Carta-Compromisos-UV-7-Diálogos-Ciudadanos-2024.pdf,Unidad Vecinal N°7,Municipalidad de Cerro Navia,CN
https://www.cerronavia.cl/wp-content/uploads/2024/08/Carta-Compromisos-UV-8-Diálogos-Ciudadanos-2024.pdf,Unidad Vecinal N°8,Municipalidad de Cerro Navia,CN
https://www.cerronavia.cl/wp-content/uploads/2023/07/UV-29.pdf,Unidad Vecinal N°29,Municipalidad de Cerro Navia,CN
https://www.cerronavia.cl/wp-content/uploads/2023/07/UV-30.pdf,Unidad Vecinal N°30,Municipalidad de Cerro Navia,CN
https://www.cerronavia.cl/wp-content/uploads/2023/07/UV-33.pdf,Unidad Vecinal N°33,Municipalidad de Cerro Navia,CN
https://www.cerronavia.cl/wp-content/uploads/2023/07/UV-34.pdf,Unidad Vecinal N°34,Municipalidad de Cerro Navia,CN
https://www.cerronavia.cl/wp-content/uploads/2023/11/UV-36.pdf,Unidad Vecinal N°36,Municipalidad de Cerro Navia,CN
https://www.cerronavia.cl/wp-content/uploads/2023/11/UV-37.pdf,Unidad Vecinal N°37,Municipalidad de Cerro Navia,CN
https://www.cerronavia.cl/wp-content/uploads/2023/06/UV-31.pdf,Unidad Vecinal N°31,Municipalidad de Cerro Navia,CN
https://www.cerronavia.cl/wp-content/uploads/2023/06/UV-32.pdf,Unidad Vecinal N°32,Municipalidad de Cerro Navia,CN
https://www.cerronavia.cl/wp-content/uploads/2023/06/UV-35.pdf,Unidad Vecinal N°35,Municipalidad de Cerro Navia,CN
https://www.cerronavia.cl/wp-content/uploads/2023/06/UV-24.pdf,Unidad Vecinal N°24,Municipalidad de Cerro Navia,CN
https://www.cerronavia.cl/wp-content/uploads/2023/06/UV-25.pdf,Unidad Vecinal N°25,Municipalidad de Cerro Navia,CN
https://www.cerronavia.cl/wp-content/uploads/2023/06/UV-26.pdf,Unidad Vecinal N°26,Municipalidad de Cerro Navia,CN
https://www.cerronavia.cl/wp-content/uploads/2023/06/UV-11.pdf,Unidad Vecinal N°11,Municipalidad de Cerro Navia,CN
https://www.cerronavia.cl/wp-content/uploads/2023/06/UV-23.pdf,Unidad Vecinal N°23,Municipalidad de Cerro Navia,CN
https://www.cerronavia.cl/wp-content/uploads/2023/06/UV-28.pdf,Unidad Vecinal N°28,Municipalidad de Cerro Navia,CN
https://www.cerronavia.cl/wp-content/uploads/2023/06/UV-14.pdf,Unidad Vecinal N°14,Municipalidad de Cerro Navia,CN
https://www.cerronavia.cl/wp-content/uploads/2023/06/UV-18.pdf,Unidad Vecinal N°18,Municipalidad de Cerro Navia,CN
https://www.cerronavia.cl/wp-content/uploads/2023/06/UV-19.pdf,Unidad Vecinal N°19,Municipalidad de Cerro Navia,CN
https://www.cerronavia.cl/wp-content/uploads/2023/06/UV-20.pdf,Unidad Vecinal N°20,Municipalidad de Cerro Navia,CN
https://www.cerronavia.cl/wp-content/uploads/2023/06/UV-21.pdf,Unidad Vecinal N°21,Municipalidad de Cerro Navia,CN
https://www.cerronavia.cl/wp-content/uploads/2023/05/UV-15.pdf,Unidad Vecinal N°15,Municipalidad de Cerro Navia,CN
https://www.cerronavia.cl/wp-content/uploads/2023/05/UV-16.pdf,Unidad Vecinal N°16,Municipalidad de Cerro Navia,CN
https://www.cerronavia.cl/wp-content/uploads/2023/05/UV-17.pdf,Unidad Vecinal N°17,Municipalidad de Cerro Navia,CN
https://www.cerronavia.cl/wp-content/uploads/2023/05/UV-27.pdf,Unidad Vecinal N°27,Municipalidad de Cerro Navia,CN
https://www.cerronavia.cl/wp-content/uploads/2023/04/UV-1-CARTA-COMPROMISOS-DIÁLOGOS-CIUDADANOS-2023.docx-1.pdf,Unidad Vecinal N°1,Municipalidad de Cerro Navia,CN
https://www.cerronavia.cl/wp-content/uploads/2023/04/UV-2-CARTA-COMPROMISOS-DIÁLOGOS-CIUDADANOS-2023.docx-1.pdf,Unidad Vecinal N°2,Municipalidad de Cerro Navia,CN
https://www.cerronavia.cl/wp-content/uploads/2023/04/UV-3-CARTA-COMPROMISOS-DIÁLOGOS-CIUDADANOS-2023.docx-1-1.pdf,Unidad Vecinal N°3,Municipalidad de Cerro Navia,CN
https://www.cerronavia.cl/wp-content/uploads/2023/04/UV-9-CARTA-COMPROMISOS-DIÁLOGOS-CIUDADANOS-2023.docx-1.pdf,Unidad Vecinal N°9,Municipalidad de Cerro Navia,CN
https://www.cerronavia.cl/wp-content/uploads/2023/04/UV-4.pdf,Unidad Vecinal N°4,Municipalidad de Cerro Navia,CN
https://www.cerronavia.cl/wp-content/uploads/2023/04/UV-5.pdf,Unidad Vecinal N°5,Municipalidad de Cerro Navia,CN
https://www.cerronavia.cl/wp-content/uploads/2023/04/UV-6.pdf,Unidad Vecinal N°6,Municipalidad de Cerro Navia,CN
https://www.cerronavia.cl/wp-content/uploads/2023/04/UV-10.pdf,Unidad Vecinal N°10,Municipalidad de Cerro Navia,CN
https://www.cerronavia.cl/wp-content/uploads/2023/05/UV-12.pdf,Unidad Vecinal N°12,Municipalidad de Cerro Navia,CN
https://www.cerronavia.cl/wp-content/uploads/2023/05/UV-13.pdf,Unidad Vecinal N°13,Municipalidad de Cerro Navia,CN
https://www.cerronavia.cl/wp-content/uploads/2023/05/UV-22.pdf,Unidad Vecinal N°22,Municipalidad de Cerro Navia,CN
https://www.cerronavia.cl/wp-content/uploads/2023/05/UV-7.pdf,Unidad Vecinal N°7,Municipalidad de Cerro Navia,CN
https://www.cerronavia.cl/wp-content/uploads/2023/05/UV-8.pdf,Unidad Vecinal N°8,Municipalidad de Cerro Navia,CN
https://www.cerronavia.cl/wp-content/uploads/2022/10/UV29.pdf,Unidad Vecinal Nº29,Municipalidad de Cerro Navia,CN
https://www.cerronavia.cl/wp-content/uploads/2022/10/UV30.pdf,Unidad Vecinal Nº30,Municipalidad de Cerro Navia,CN
https://www.cerronavia.cl/wp-content/uploads/2022/10/UV33.pdf,Unidad Vecinal Nº33,Municipalidad de Cerro Navia,CN
https://www.cerronavia.cl/wp-content/uploads/2022/10/UV34.pdf,Unidad Vecinal Nº34,Municipalidad de Cerro Navia,CN
https://www.cerronavia.cl/wp-content/uploads/2022/10/UV36.docx-2.pdf,Unidad Vecinal Nº36,Municipalidad de Cerro Navia,CN
https://www.cerronavia.cl/wp-content/uploads/2022/10/UV37.docx-2.pdf,Unidad Vecinal Nº37,Municipalidad de Cerro Navia,CN
https://www.cerronavia.cl/wp-content/uploads/2022/10/UV31.pdf,Unidad Vecinal Nº31,Municipalidad de Cerro Navia,CN
https://www.cerronavia.cl/wp-content/uploads/2022/10/UV32.pdf,Unidad Vecinal Nº32,Municipalidad de Cerro Navia,CN
https://www.cerronavia.cl/wp-content/uploads/2022/10/UV35.pdf,Unidad Vecinal Nº35,Municipalidad de Cerro Navia,CN
https://www.cerronavia.cl/wp-content/uploads/2022/08/UV24dialogo.pdf,Unidad Vecinal Nº24,Municipalidad de Cerro Navia,CN
https://www.cerronavia.cl/wp-content/uploads/2022/08/UV25.pdf,Unidad Vecinal Nº25,Municipalidad de Cerro Navia,CN
https://www.cerronavia.cl/wp-content/uploads/2022/08/UV26.pdf,Unidad Vecinal Nº26,Municipalidad de Cerro Navia,CN
https://www.cerronavia.cl/wp-content/uploads/2022/08/uv11-firmada.pdf,Unidad Vecinal Nº11,Municipalidad de Cerro Navia,CN
https://www.cerronavia.cl/wp-content/uploads/2022/08/Carta-UV-23.docx.pdf,Unidad Vecinal Nº23,Municipalidad de Cerro Navia,CN
https://www.cerronavia.cl/wp-content/uploads/2022/08/uv28-firmada.pdf,Unidad Vecinal Nº28,Municipalidad de Cerro Navia,CN
https://www.cerronavia.cl/wp-content/uploads/2022/06/UV14.pdf,Unidad vecinal Nº14,Municipalidad de Cerro Navia,CN
https://www.cerronavia.cl/wp-content/uploads/2022/06/UV18.pdf,Unidad vecinal Nº18,Municipalidad de Cerro Navia,CN
https://www.cerronavia.cl/wp-content/uploads/2022/06/UV19.pdf,Unidad vecinal Nº19,Municipalidad de Cerro Navia,CN
https://www.cerronavia.cl/wp-content/uploads/2022/06/UV20.pdf,Unidad vecinal Nº20,Municipalidad de Cerro Navia,CN
https://www.cerronavia.cl/wp-content/uploads/2022/06/UV21.pdf,Unidad vecinal Nº21,Municipalidad de Cerro Navia,CN
https://www.cerronavia.cl/wp-content/uploads/2022/06/UV15.pdf,Unidad Vecinal Nº15,Municipalidad de Cerro Navia,CN
https://www.cerronavia.cl/wp-content/uploads/2022/06/UV16.pdf,Unidad Vecinal Nº16,Municipalidad de Cerro Navia,CN
https://www.cerronavia.cl/wp-content/uploads/2022/06/UV17.pdf,Unidad Vecinal Nº17,Municipalidad de Cerro Navia,CN
https://www.cerronavia.cl/wp-content/uploads/2022/06/UV27.pdf,Unidad Vecinal Nº27,Municipalidad de Cerro Navia,CN
https://www.cerronavia.cl/wp-content/uploads/2022/06/UV1.pdf,Unidad Vecinal Nº1,Municipalidad de Cerro Navia,CN
https://www.cerronavia.cl/wp-content/uploads/2022/06/UV2.pdf,Unidad Vecinal Nº2,Municipalidad de Cerro Navia,CN
https://www.cerronavia.cl/wp-content/uploads/2022/06/UV3.pdf,Unidad Vecinal Nº3,Municipalidad de Cerro Navia,CN
https://www.cerronavia.cl/wp-content/uploads/2022/06/UV9.pdf,Unidad Vecinal Nº9,Municipalidad de Cerro Navia,CN
https://www.cerronavia.cl/wp-content/uploads/2022/06/UV4.pdf,Unidad Vecinal Nº4,Municipalidad de Cerro Navia,CN
https://www.cerronavia.cl/wp-content/uploads/2022/06/UV5.pdf,Unidad Vecinal Nº5,Municipalidad de Cerro Navia,CN
https://www.cerronavia.cl/wp-content/uploads/2022/06/UV6.pdf,Unidad Vecinal Nº6,Municipalidad de Cerro Navia,CN
https://www.cerronavia.cl/wp-content/uploads/2022/06/UV10.pdf,Unidad Vecinal Nº10,Municipalidad de Cerro Navia,CN
https://www.cerronavia.cl/wp-content/uploads/2022/07/Carta-UV-12.docx-1.pdf,Unidad Vecinal Nº12,Municipalidad de Cerro Navia,CN
https://www.cerronavia.cl/wp-content/uploads/2022/07/CompromisosUV13.pdf,Unidad Vecinal Nº13,Municipalidad de Cerro Navia,CN
https://www.cerronavia.cl/wp-content/uploads/2022/07/CompromisosUV22.pdf,Unidad Vecinal Nº22,Municipalidad de Cerro Navia,CN
https://www.cerronavia.cl/wp-content/uploads/2022/08/UV7.pdf,Unidad Vecinal Nº7,Municipalidad de Cerro Navia,CN
https://www.cerronavia.cl/wp-content/uploads/2022/08/UV8.pdf,Unidad Vecinal Nº8,Municipalidad de Cerro Navia,CN
https://www.cerronavia.cl/wp-content/uploads/2021/11/Compromisos-Diálogo-23-y-24.pdf,Carta de compromiso 10/11/2021,Municipalidad de Cerro Navia,CN
https://www.cerronavia.cl/wp-content/uploads/2021/11/Compromisos-Diálogo-29-y-30.pdf,Carta de compromiso 04/11/2021,Municipalidad de Cerro Navia,CN
https://www.cerronavia.cl/wp-content/uploads/2021/10/Compromisos-Diálogo-31-y-32.pdf,Carta de compromiso 28/10/2021,Municipalidad de Cerro Navia,CN
https://www.cerronavia.cl/wp-content/uploads/2021/10/Compromisos-Diálogo-36-y-37.pdf,Carta de compromisos 21/10/2021,Municipalidad de Cerro Navia,CN
https://www.cerronavia.cl/wp-content/uploads/2021/10/Compromisos-Diálogo-25-y-26.pdf,Carta de compromiso 14/10/2021,Municipalidad de Cerro Navia,CN
https://www.cerronavia.cl/wp-content/uploads/2021/10/Compromisos-Diálogo-33-y-34.pdf,Carta de compromiso 07/10/2021,Municipalidad de Cerro Navia,CN
https://www.cerronavia.cl/wp-content/uploads/2021/09/Compromisos-Diálogo-11-y-28.pdf,Carta de compromiso 30/09/2021,Municipalidad de Cerro Navia,CN
https://www.cerronavia.cl/wp-content/uploads/2021/09/Compromisos-Diálogo-7-y-8.pdf,Carta de compromiso 23/09/2021,Municipalidad de Cerro Navia,CN
https://www.cerronavia.cl/wp-content/uploads/2021/09/Compromisos-Diálogo-12-y-22.pdf,Carta de compromiso 08/09/2021,Municipalidad de Cerro Navia,CN
https://www.cerronavia.cl/wp-content/uploads/2021/09/Compromisos-Diálogo-UV-21.pdf,Carta de compromiso 01-09-2021,Municipalidad de Cerro Navia,CN
https://www.cerronavia.cl/wp-content/uploads/2021/08/Compromisos-Diálogo-27-y-35.pdf,Carta de compromiso 26/08/2021,Municipalidad de Cerro Navia,CN
https://www.cerronavia.cl/wp-content/uploads/2021/08/Compromisos-Diálogo-19-y-20.pdf,Carta de compromiso 19/08/2021,Municipalidad de Cerro Navia,CN
https://www.cerronavia.cl/wp-content/uploads/2021/08/Compromisos-Diálogo-14-y-15.pdf,Carta de compromiso 12/08/2021,Municipalidad de Cerro Navia,CN
https://www.cerronavia.cl/wp-content/uploads/2021/08/Compromisos-Diálogo-9-y-13.docx-1.pdf,Carta de compromiso 05/08/2021,Municipalidad de Cerro Navia,CN
https://www.cerronavia.cl/wp-content/uploads/2021/07/Compromisos-Diálogo-17-y-18.pdf,Carta de Compromiso 29/07/2021,Municipalidad de Cerro Navia,CN
https://www.cerronavia.cl/wp-content/uploads/2021/07/Compromisos-Diálogo-10-y-16.pdf,Carta de compromiso 22/07/2021,Municipalidad de Cerro Navia,CN
https://www.cerronavia.cl/wp-content/uploads/2021/07/Compromisos-Diálogo-3-y-4.pdf,Carta de compromiso 15/07/2021,Municipalidad de Cerro Navia,CN
https://www.cerronavia.cl/wp-content/uploads/2021/07/Compromisos-Diálogo-1-y-2.pdf,Carta de compromiso 08/07/2021,Municipalidad de Cerro Navia,CN
https://www.cerronavia.cl/wp-content/uploads/2021/07/Compromisos-Diálogo-5-y-6.pdf,Carta de Compromiso 01/07/2021,Municipalidad de Cerro Navia,CN
https://www.cerronavia.cl/wp-content/uploads/2020/12/Compromisos-Diálogo-36-y-37.pdf,Carta de Compromiso UV 36 y 37,Municipalidad de Cerro Navia,CN
https://www.cerronavia.cl/wp-content/uploads/2020/12/Compromisos-Diálogo-33-y-34.pdf,Carta de Compromiso UV 33 y 34,Municipalidad de Cerro Navia,CN
https://www.cerronavia.cl/wp-content/uploads/2020/12/Compromisos-Diálogo-29-y-30.pdf,Carta de Compromiso UV 29 y 30,Municipalidad de Cerro Navia,CN
https://www.cerronavia.cl/wp-content/uploads/2020/11/Compromisos-Diálogo-31-32-y-35.pdf,"Carta de Compromiso UV 31, 32 y 35",Municipalidad de Cerro Navia,CN
https://www.cerronavia.cl/wp-content/uploads/2020/11/Compromisos-Diálogo-25-y-26.pdf,Carta de Compromiso UV 25 y 26,Municipalidad de Cerro Navia,CN
https://www.cerronavia.cl/wp-content/uploads/2020/11/Compromisos-Diálogo-24-y-28.pdf,Carta de Compromiso UV 24 y 28 (12/11/2020),Municipalidad de Cerro Navia,CN
https://www.cerronavia.cl/wp-content/uploads/2020/11/CompromisosDialogo11y23.pdf,Carta de Compromiso 05/11/2020,Municipalidad de Cerro Navia,CN
https://www.cerronavia.cl/wp-content/uploads/2020/10/Compromisos-Diálogo-7-y-8.pdf,Carta de Compromiso 30/10/2020,Municipalidad de Cerro Navia,CN
https://www.cerronavia.cl/wp-content/uploads/2020/10/Compromisos-Diálogo-12-y-22.pdf,Carta de Compromiso 22/10/2020,Municipalidad de Cerro Navia,CN
https://www.cerronavia.cl/wp-content/uploads/2020/10/Compromisos-Diálogo-9-y-13.pdf,Carta de Compromiso 15/10/2020,Municipalidad de Cerro Navia,CN
https://www.cerronavia.cl/wp-content/uploads/2020/10/Compromisos-Dia%CC%81logo-14-15-y-21.docx.pdf,Carta de Compromiso 08/10/2020,Municipalidad de Cerro Navia,CN
https://www.cerronavia.cl/wp-content/uploads/2020/10/Compromisos-Diálogo-17-18-19-y-20.docx-1.pdf,Carta de Compromiso 01/10/2020,Municipalidad de Cerro Navia,CN
https://www.cerronavia.cl/wp-content/uploads/2020/09/Compromisos-Diálogo-456.pdf,Carta de Compromiso 10/09/2020,Municipalidad de Cerro Navia,CN
https://www.cerronavia.cl/wp-content/uploads/2020/09/Compromisos-Diálogo-123-08092020.pdf,Carta de Compromiso 08/09/2020,Municipalidad de Cerro Navia,CN
